clamp_pressure,feedrate,X1_OutputCurrent,Y1_OutputCurrent,M1_CURRENT_FEEDRATE,S1_OutputCurrent,Z1_ActualPosition,Z1_CommandPosition,X1_DCBusVoltage,X1_OutputVoltage,S1_DCBusVoltage,Y1_DCBusVoltage,Y1_OutputVoltage,X1_OutputPower,S1_ActualPosition,S1_CommandPosition,S1_ActualVelocity,S1_CurrentFeedback,S1_CommandVelocity,S1_OutputPower,tool_condition,experiment_id
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0278,2.14,2.72e-19,0.0183,1.64,0.0,-486.0,-486.0,-0.001,0.248,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.017,2.79,2.72e-19,0.0198,1.97,8.37e-07,-486.0,-486.0,0.001,0.248,0.0,3.33e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0244,2.92,2.72e-19,0.0233,1.55,0.0,-486.0,-486.0,0.001,1.07,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.017,1.37,2.72e-19,0.0255,0.398,5.03e-07,-486.0,-486.0,-0.00225,0.523,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0258,1.19,2.72e-19,0.0236,0.516,2.9e-07,-486.0,-486.0,0.00025,0.248,0.0,-4.48e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0276,2.72,2.75e-19,0.0132,1.53,0.0,339.0,339.0,0.001,0.363,0.0,0.0,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0483,1.44,2.75e-19,0.0238,0.537,-3.33e-06,339.0,339.0,0.001,0.157,0.0,9e-07,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0341,5.92,2.75e-19,0.0157,1.16,-5.05e-06,339.0,339.0,0.0,0.35,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0233,1.58,2.75e-19,0.0141,2.58,1.41e-06,339.0,339.0,-0.001,-0.0364,0.0,-1.4e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.021,1.39,2.75e-19,0.0278,1.12,0.0,339.0,339.0,0.0,0.157,0.0,1.98e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0218,1.85,2.75e-19,0.0149,1.77,1.82e-06,339.0,339.0,0.0,0.35,0.0,1.21e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0215,2.38,2.75e-19,0.0166,0.697,-1.71e-06,339.0,339.0,0.0,0.157,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0218,1.11,2.75e-19,0.0193,0.937,-2.32e-06,339.0,339.0,-0.001,0.247,0.0,-1.36e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0231,1.5,2.75e-19,0.0177,2.14,0.0,339.0,339.0,-0.00175,0.17,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0216,1.75,2.75e-19,0.0165,1.73,-2.79e-06,339.0,339.0,-0.001,0.235,0.0,-2.68e-06,0,4
2.5,6,328.0,326.0,50.0,327.0,115.0,115.0,0.0207,0.453,2.75e-19,0.0211,0.511,-7.71e-07,339.0,339.0,0.0,0.363,0.0,0.0,0,4
2.5,6,328.0,326.0,50.0,327.0,119.0,119.0,0.0196,2.46,2.75e-19,0.0142,1.58,-9.09e-07,339.0,339.0,0.00175,-0.0364,0.0,0.0,0,4
2.5,6,324.0,323.0,50.0,327.0,119.0,119.0,0.18,71.2,2.75e-19,0.17,69.7,0.0192,339.0,339.0,-0.00075,0.26,0.0,9.82e-07,0,4
2.5,6,325.0,323.0,50.0,327.0,119.0,119.0,0.171,71.5,2.75e-19,0.212,72.2,0.0181,339.0,339.0,0.0,0.26,0.0,0.0,0,4
2.5,6,326.0,325.0,50.0,327.0,119.0,119.0,0.186,70.8,2.75e-19,0.186,71.9,0.0193,339.0,339.0,0.00325,0.054,0.0,9.09e-07,0,4
2.5,6,325.0,323.0,50.0,327.0,119.0,119.0,0.199,72.4,2.75e-19,0.192,70.9,0.0211,339.0,339.0,-0.001,0.35,0.0,-1.19e-06,0,4
2.5,6,326.0,325.0,50.0,327.0,119.0,119.0,0.181,72.7,2.75e-19,0.2,71.4,0.0191,339.0,339.0,-0.00175,0.453,0.0,-1.17e-06,0,4
2.5,6,326.0,325.0,50.0,327.0,119.0,119.0,0.19,73.8,2.75e-19,0.194,71.0,0.0202,339.0,339.0,0.0,0.35,0.0,0.0,0,4
2.5,6,324.0,323.0,50.0,327.0,119.0,119.0,0.206,72.3,2.75e-19,0.198,71.0,0.0218,339.0,339.0,0.00075,-0.0364,0.0,1.45e-06,0,4
2.5,6,325.0,323.0,50.0,327.0,119.0,119.0,0.182,70.8,2.75e-19,0.197,71.8,0.0193,339.0,339.0,0.0,0.0665,0.0,2.8e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0239,2.88,2.75e-19,0.0297,5.0,0.0,339.0,339.0,0.002,-0.501,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.02,0.8,2.75e-19,0.0177,0.774,1.69e-06,339.0,339.0,0.001,0.157,0.0,1.03e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0248,1.19,2.75e-19,0.0181,0.466,-4.23e-06,339.0,339.0,-0.001,0.247,0.0,-1.05e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0189,1.29,2.75e-19,0.0199,0.569,1.34e-06,339.0,339.0,0.00075,0.157,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.021,0.649,2.75e-19,0.0294,4.01,1.39e-06,339.0,339.0,-0.002,0.157,0.0,-1.27e-06,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0215,0.784,2.75e-19,0.0217,2.25,-2.38e-06,339.0,339.0,0.0,0.26,0.0,-3.2e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0204,0.883,2.75e-19,0.0145,1.51,-2.89e-06,339.0,339.0,0.0,0.169,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0209,0.745,2.75e-19,0.0194,1.6,1.82e-06,339.0,339.0,0.001,0.35,0.0,0.0,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0173,2.31,2.75e-19,0.0127,0.862,1.85e-06,339.0,339.0,0.001,0.0791,0.0,1.05e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.023,3.12,2.75e-19,0.0292,0.855,0.0,339.0,339.0,-0.001,0.0667,0.0,0.0,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.021,1.41,2.72e-19,0.0206,2.52,-3.18e-06,-486.0,-486.0,0.0,0.798,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0185,0.926,2.72e-19,0.0146,1.15,-1.06e-06,-486.0,-486.0,-0.002,0.556,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0186,0.84,2.72e-19,0.0162,0.456,2.56e-06,-486.0,-486.0,0.001,0.523,0.0,0.0,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.021,4.53,2.72e-19,0.0145,1.96,-1.01e-06,-486.0,-486.0,-0.00225,0.555,0.0,5.88e-06,0,4
2.5,6,329.0,327.0,6.0,328.0,119.0,119.0,0.023,0.869,2.72e-19,0.0166,0.356,-1.93e-06,-486.0,-486.0,0.002,0.523,0.0,2.93e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0214,2.11,2.72e-19,0.0194,1.61,0.0,-486.0,-486.0,0.001,1.11,0.0,-2.42e-06,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.0308,1.99,2.72e-19,0.0158,2.7,-2.63e-06,-486.0,-486.0,0.0,0.555,0.0,0.0,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.0353,1.3,2.72e-19,0.0176,2.16,0.0,-486.0,-486.0,0.001,0.248,0.0,9.08e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0185,0.997,2.72e-19,0.0184,0.269,0.0,-486.0,-486.0,0.0,-0.95,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0228,0.871,2.72e-19,0.0219,2.73,1.49e-06,-486.0,-486.0,-0.001,-0.0273,0.0,-2.39e-06,0,4
2.5,6,326.0,324.0,6.0,322.0,29.5,29.5,0.105,12.7,0.935,0.1,11.4,0.000692,66.7,67.1,53.3,24.4,53.3,0.18,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0934,7.98,1.11,0.135,15.1,0.000462,71.8,72.3,53.2,28.3,53.3,0.213,0,4
2.5,6,326.0,325.0,6.0,315.0,29.5,29.5,0.0683,4.99,0.907,0.0905,14.1,0.000194,77.1,77.6,53.5,21.5,53.3,0.17,0,4
2.5,6,326.0,324.0,6.0,323.0,29.5,29.5,0.0504,5.48,0.875,0.355,23.8,-1.54e-05,82.7,83.1,53.3,21.2,53.3,0.168,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.067,3.86,1.04,0.103,10.7,2.11e-05,87.8,88.3,53.3,23.6,53.3,0.2,0,4
2.5,6,326.0,325.0,6.0,316.0,29.5,29.5,0.0684,3.46,0.814,0.12,14.5,5.41e-05,93.1,93.6,53.4,21.4,53.3,0.155,0,4
2.5,6,326.0,324.0,6.0,323.0,29.5,29.5,0.0528,4.67,0.824,0.129,15.8,-1.86e-05,98.5,99.1,53.3,24.6,53.3,0.157,0,4
2.5,6,326.0,325.0,6.0,316.0,29.5,29.5,0.0653,3.14,1.02,0.0726,12.0,3.08e-05,104.0,104.0,53.3,22.0,53.3,0.197,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.0646,4.0,0.954,0.067,12.7,4.03e-05,109.0,110.0,53.3,26.9,53.3,0.184,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0636,1.98,0.822,0.0609,12.2,4.98e-05,114.0,115.0,53.4,17.9,53.3,0.158,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.023,0.421,2.75e-19,0.0263,0.259,2.03e-06,339.0,339.0,0.0,0.0666,0.0,-2.04e-06,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0314,1.27,2.75e-19,0.017,1.4,2.19e-06,339.0,339.0,0.0,0.35,0.0,0.0,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0255,1.21,2.75e-19,0.0158,3.46,1.96e-06,339.0,339.0,-0.001,0.054,0.0,-9.63e-07,0,4
2.5,6,329.0,327.0,50.0,328.0,119.0,119.0,0.0267,0.622,2.75e-19,0.0311,3.03,2e-06,339.0,339.0,0.00075,0.054,0.0,1.16e-06,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.0208,0.933,2.75e-19,0.0178,0.829,0.0,339.0,339.0,0.0,0.363,0.0,0.0,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0204,2.01,2.75e-19,0.0156,1.15,3.95e-06,339.0,339.0,0.0,-0.0238,0.0,-7.98e-07,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0215,0.71,2.75e-19,0.0163,0.555,1.08e-06,339.0,339.0,0.0,0.26,0.0,-9.62e-07,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.023,0.685,2.75e-19,0.016,0.539,0.0,339.0,339.0,0.0,0.054,0.0,-1.11e-06,0,4
2.5,6,329.0,327.0,50.0,328.0,119.0,119.0,0.0338,1.49,2.75e-19,0.0252,1.05,3.56e-06,339.0,339.0,0.0,0.0666,0.0,1.38e-06,0,4
2.5,6,329.0,327.0,50.0,328.0,119.0,119.0,0.0291,4.83,2.75e-19,0.0161,1.4,5.52e-06,339.0,339.0,0.0,0.157,0.0,1.29e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.018,1.36,2.72e-19,0.0162,1.63,0.0,-486.0,-486.0,0.001,0.215,0.0,2.32e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0445,1.48,2.72e-19,0.0163,1.07,0.0,-486.0,-486.0,0.0,0.523,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0229,0.834,2.72e-19,0.015,0.609,-1.3e-06,-486.0,-486.0,0.001,0.00509,0.0,1.73e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.02,1.07,2.72e-19,0.0151,0.899,7.06e-07,-486.0,-486.0,0.0,0.556,0.0,-2.87e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0184,1.46,2.72e-19,0.036,1.24,1.34e-06,-486.0,-486.0,-0.001,0.831,0.0,2.38e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0167,1.07,2.72e-19,0.0238,4.61,1.59e-06,-486.0,-486.0,-0.001,0.863,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0326,1.53,2.72e-19,0.0165,0.731,0.0,-486.0,-486.0,0.001,0.491,0.0,1.93e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0173,1.77,2.72e-19,0.0142,0.38,-6.49e-07,-486.0,-486.0,-0.001,-0.0598,0.0,-2.33e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0213,1.79,2.72e-19,0.0166,0.747,6.95e-07,-486.0,-486.0,0.001,0.28,0.0,6.34e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0187,1.1,2.72e-19,0.0145,1.86,0.0,-486.0,-486.0,-0.001,0.215,0.0,-2.59e-06,0,4
2.5,6,322.0,321.0,6.0,290.0,29.5,29.5,0.118,15.5,3.03,0.0183,1.6,0.00146,-473.0,-473.0,51.3,66.4,52.2,0.568,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.088,14.2,0.882,0.0225,1.82,0.00111,-468.0,-467.0,53.4,14.0,53.3,0.17,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.077,13.1,0.772,0.0239,0.177,0.000943,-462.0,-462.0,53.3,21.7,53.3,0.147,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0833,15.1,0.803,0.0186,3.25,0.000991,-457.0,-456.0,53.5,15.8,53.3,0.153,0,4
2.5,6,326.0,325.0,6.0,321.0,29.5,29.5,0.106,15.2,0.909,0.0203,3.21,0.00135,-449.0,-448.0,53.4,22.3,53.3,0.175,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.251,14.4,0.871,0.0239,0.177,0.00175,-442.0,-442.0,53.2,27.3,53.3,0.165,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.111,13.9,1.03,0.0835,6.76,0.00134,-435.0,-434.0,53.2,26.4,53.3,0.198,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.102,13.7,0.784,0.0836,7.94,0.00122,-430.0,-429.0,53.5,14.7,53.3,0.149,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.109,12.8,1.03,0.0802,9.59,0.00132,-424.0,-424.0,53.2,25.4,53.3,0.198,0,4
2.5,6,329.0,327.0,50.0,328.0,119.0,119.0,0.0366,3.56,2.75e-19,0.0166,2.0,0.0,339.0,339.0,-0.00175,0.247,0.0,-1.22e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0231,0.637,2.75e-19,0.0355,2.94,4.45e-06,339.0,339.0,0.0,0.363,0.0,3.01e-06,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0216,1.5,2.75e-19,0.0176,2.57,3.27e-06,339.0,339.0,0.001,-0.0238,0.0,1.76e-06,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.023,0.464,2.75e-19,0.0285,0.536,-1.51e-06,339.0,339.0,0.0,0.0917,0.0,7.48e-07,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0222,0.984,2.75e-19,0.0171,2.16,1.63e-06,339.0,339.0,-0.001,0.453,0.0,-1.21e-06,0,4
2.5,6,329.0,327.0,50.0,328.0,119.0,119.0,0.0204,1.35,2.75e-19,0.0169,2.82,0.0,339.0,339.0,0.001,0.157,0.0,-9.48e-07,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.019,0.952,2.75e-19,0.0241,0.559,-3.38e-06,339.0,339.0,-0.001,0.26,0.0,-1.22e-06,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.026,0.555,2.75e-19,0.0188,0.594,4.55e-06,339.0,339.0,0.0,0.157,0.0,8.59e-07,0,4
2.5,6,328.0,327.0,50.0,329.0,119.0,119.0,0.0299,0.634,2.75e-19,0.0156,0.696,-1.7e-06,339.0,339.0,0.001,0.26,0.0,-1.19e-06,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0257,0.69,2.75e-19,0.0198,1.92,0.0,339.0,339.0,0.0,0.26,0.0,9.65e-07,0,4
2.5,6,328.0,326.0,50.0,327.0,64.8,65.3,0.0196,0.643,2.75e-19,0.0169,1.78,-5.09e-07,339.0,339.0,2.57,-0.386,0.0,-0.000111,0,4
2.5,6,328.0,326.0,50.0,328.0,69.6,70.1,0.0199,4.27,2.75e-19,0.0144,2.63,0.0,339.0,339.0,0.261,0.267,0.0,9.3e-06,0,4
2.5,6,328.0,326.0,50.0,327.0,74.8,75.3,0.0153,0.413,2.75e-19,0.0135,1.97,1.63e-06,339.0,339.0,-0.001,0.157,0.0,1.09e-06,0,4
2.5,6,328.0,326.0,50.0,327.0,79.6,80.1,0.0154,0.162,2.75e-19,0.0146,0.164,1.02e-06,339.0,339.0,0.00075,-0.0364,0.0,7.62e-07,0,4
2.5,6,327.0,326.0,50.0,327.0,84.6,85.1,0.0129,0.619,2.75e-19,0.0151,2.59,-4.51e-07,339.0,339.0,0.0,0.363,0.0,0.0,0,4
2.5,6,327.0,326.0,50.0,327.0,89.6,90.1,0.0186,1.32,2.75e-19,0.0154,0.854,1.02e-06,339.0,339.0,0.0,0.247,0.0,-1.11e-06,0,4
2.5,6,327.0,326.0,50.0,327.0,95.0,95.5,0.0341,0.36,2.75e-19,0.0142,0.583,-3.92e-07,339.0,339.0,0.001,0.157,0.0,0.0,0,4
2.5,6,327.0,326.0,50.0,327.0,99.8,100.0,0.0234,7.14,2.75e-19,0.017,3.73,0.0,339.0,339.0,0.0,0.35,0.0,1.34e-06,0,4
2.5,6,327.0,326.0,50.0,327.0,105.0,105.0,0.0289,1.32,2.75e-19,0.0145,4.06,7.9e-07,339.0,339.0,-0.00075,0.272,0.0,-9.58e-07,0,4
2.5,6,328.0,326.0,50.0,328.0,110.0,110.0,0.0307,1.3,2.75e-19,0.0176,1.4,-1.52e-06,339.0,339.0,-0.00075,0.363,0.0,-1.2e-06,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.111,13.8,1.02,0.0961,9.87,0.00123,-312.0,-312.0,53.2,23.6,53.3,0.196,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0814,13.4,0.794,0.0685,8.41,0.000949,-307.0,-306.0,53.4,21.3,53.3,0.151,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.106,13.9,0.91,0.0524,6.63,0.00129,-302.0,-301.0,53.3,21.4,53.3,0.176,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0943,13.2,1.01,0.0882,6.78,0.00118,-296.0,-296.0,53.3,19.7,53.3,0.194,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0706,13.4,0.914,0.0707,4.99,0.000845,-291.0,-290.0,53.3,25.0,53.3,0.176,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0708,13.4,0.798,0.0687,4.93,0.000897,-286.0,-285.0,53.4,16.2,53.3,0.154,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0965,14.8,0.929,0.07,4.84,0.00126,-280.0,-280.0,53.3,22.9,53.3,0.179,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.102,14.1,1.0,0.0689,4.41,0.00131,-275.0,-274.0,53.3,25.5,53.3,0.194,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0891,14.0,0.781,0.0703,4.3,0.00114,-270.0,-269.0,53.5,14.6,53.3,0.149,0,4
2.5,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0799,13.4,1.01,0.0713,4.6,0.000983,-264.0,-264.0,53.2,25.2,53.3,0.195,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.072,3.06,0.958,0.0855,12.3,3.31e-05,120.0,120.0,53.3,23.4,53.3,0.185,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.0688,4.12,0.987,0.102,13.6,5.09e-05,125.0,126.0,53.3,25.0,53.3,0.191,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.0632,4.69,0.778,0.0801,14.1,5.95e-05,130.0,131.0,53.5,14.8,53.3,0.148,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.0692,6.12,1.06,0.0797,11.3,5.32e-05,136.0,136.0,53.2,26.2,53.3,0.204,0,4
2.5,6,326.0,324.0,6.0,322.0,29.5,29.5,0.0404,2.59,0.852,0.0869,14.4,-1.14e-05,141.0,142.0,53.3,21.9,53.3,0.164,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.063,5.58,0.752,0.142,15.3,2.96e-05,146.0,147.0,53.4,18.9,53.3,0.144,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0651,2.82,1.08,0.144,15.7,4.12e-05,152.0,152.0,53.2,26.8,53.3,0.206,0,4
2.5,6,326.0,324.0,6.0,314.0,29.5,29.5,0.0674,3.55,0.955,0.127,14.9,6.19e-05,157.0,158.0,53.4,21.7,53.3,0.18,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0611,3.01,0.791,0.164,11.9,4.75e-05,162.0,163.0,53.4,20.6,53.3,0.152,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0635,2.6,1.03,0.113,13.9,4.99e-05,168.0,168.0,53.3,23.9,53.3,0.199,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0948,10.8,0.912,0.096,12.0,0.000729,-200.0,-200.0,53.3,21.4,53.3,0.176,0,4
2.5,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0603,7.87,1.01,0.1,11.8,0.000382,-195.0,-194.0,53.3,25.7,53.3,0.194,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.103,9.29,0.788,0.153,16.1,0.000462,-190.0,-189.0,53.5,14.8,53.3,0.15,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0755,6.78,1.02,0.125,13.8,0.000198,-184.0,-184.0,53.2,25.6,53.3,0.197,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0892,6.3,0.908,0.104,13.4,5.69e-05,-179.0,-178.0,53.4,21.3,53.3,0.175,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0716,4.68,0.724,0.0855,12.7,4.46e-05,-174.0,-173.0,53.4,17.3,53.3,0.138,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0681,3.62,1.08,0.122,15.7,3.09e-05,-168.0,-168.0,53.2,27.5,53.3,0.206,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.0695,6.84,0.869,0.148,16.0,3.06e-05,-163.0,-162.0,53.4,17.3,53.3,0.164,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0638,1.53,0.808,0.145,14.2,9.81e-06,-158.0,-157.0,53.4,20.0,53.3,0.156,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0628,4.69,1.03,0.131,15.2,9.77e-06,-152.0,-152.0,53.2,22.7,53.3,0.2,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0213,0.459,2.72e-19,0.0179,1.41,0.0,-486.0,-486.0,0.001,0.831,0.0,2.62e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0176,1.42,2.72e-19,0.0168,0.563,0.0,-486.0,-486.0,-0.001,0.491,0.0,6.99e-07,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0192,0.814,2.72e-19,0.0175,1.76,3.62e-06,-486.0,-486.0,0.0,0.523,0.0,-3.11e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0205,0.981,2.72e-19,0.0196,0.0842,0.0,-486.0,-486.0,-0.002,0.248,0.0,-4.01e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0195,0.782,2.72e-19,0.0189,0.904,0.0,-486.0,-486.0,-0.001,-0.0922,0.0,-2.8e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0217,1.85,2.72e-19,0.0204,1.38,3.42e-06,-486.0,-486.0,0.0,0.215,0.0,-1.08e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0242,2.71,2.72e-19,0.0196,2.14,-2.14e-06,-486.0,-486.0,-0.001,0.798,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0203,0.593,2.72e-19,0.0203,0.495,2.71e-06,-486.0,-486.0,-0.001,0.215,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0183,1.3,2.72e-19,0.017,1.54,8.17e-07,-486.0,-486.0,0.002,0.798,0.0,3.69e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0191,1.25,2.72e-19,0.0287,1.8,-2.34e-06,-486.0,-486.0,0.0,0.28,0.0,1.29e-06,0,4
2.5,6,329.0,327.0,50.0,329.0,119.0,119.0,0.0411,7.01,2.75e-19,0.0189,0.48,4.95e-06,339.0,339.0,-0.00075,0.26,0.0,9.34e-07,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0199,2.04,2.75e-19,0.0223,1.48,0.0,339.0,339.0,0.0,0.247,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0228,1.85,2.75e-19,0.0174,2.84,6.76e-06,339.0,339.0,-0.00175,-0.127,0.0,1.04e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0225,1.57,2.75e-19,0.0164,0.32,-1.88e-06,339.0,339.0,0.0,0.35,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0231,1.93,2.75e-19,0.0283,5.03,0.0,339.0,339.0,0.0,0.35,0.0,1.34e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0212,0.989,2.75e-19,0.026,2.07,4.28e-06,339.0,339.0,0.00075,0.285,0.0,2.06e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0188,0.929,2.75e-19,0.0195,0.376,1.45e-06,339.0,339.0,0.0,0.26,0.0,0.0,0,4
